[1] ADD,umhaEY4lil,91628.00 
[505] ADD,sYJRWa0Mih,71663.66 
[506] CANCEL_BUY,BqhMWgFe1n 
[507] SET_BUY_TRIGGER,xFrzsBbeiS,BNS,11.09 
[508] BUY,ojovZ9YLZM,DIS,144.68 
[509] CANCEL_BUY,ojovZ9YLZM 
[510] CANCEL_SET_BUY,ojovZ9YLZM,AAT 
[511] DISPLAY_SUMMARY,BqhMWgFe1n 
[512] SET_BUY_AMOUNT,CqOb5G0hB4,DIS,740.93 
[513] SET_BUY_TRIGGER,CqOb5G0hB4,AAL,444.31 
[514] QUOTE,sYJRWa0Mih,AC 
[515] SELL,w69hSQMdyy,CLF,713.02 
[516] SET_BUY_TRIGGER,sYJRWa0Mih,DIS,169.82 
[517] CANCEL_BUY,CqOb5G0hB4 
[518] QUOTE,LwNQpkd8mr,AAL 
[519] COMMIT_SELL,w69hSQMdyy 
[520] COMMIT_BUY,ojovZ9YLZM 
[521] DISPLAY_SUMMARY,jzi5Fg2GGS 
[522] SET_SELL_AMOUNT,kul4JJSoHc,CLF,651.27 
[523] CANCEL_SELL,xFrzsBbeiS 
[524] BUY,LwNQpkd8mr,ALK,580.65 
[525] CANCEL_SET_SELL,kul4JJSoHc,CLF 
[526] SELL,sYJRWa0Mih,DIS,529.02 
[527] QUOTE,kul4JJSoHc,UAN 
[528] SET_SELL_AMOUNT,jzi5Fg2GGS,RRC,665.03 
[529] CANCEL_SET_BUY,umhaEY4lil,AC 
[530] SET_SELL_TRIGGER,jzi5Fg2GGS,RRC,631.85 
[531] QUOTE,sYJRWa0Mih,AAT 
[532] ADD,umhaEY4lil,92314.21 
[533] BUY,ojovZ9YLZM,AR,107.34 
[534] DISPLAY_SUMMARY,w69hSQMdyy 
[535] ADD,xFrzsBbeiS,70795.03 
[536] COMMIT_BUY,LwNQpkd8mr 
[537] QUOTE,kul4JJSoHc,AMD 
[538] QUOTE,umhaEY4lil,LAC 
[539] DISPLAY_SUMMARY,jzi5Fg2GGS 
[540] SET_SELL_TRIGGER,jzi5Fg2GGS,TRP,177.86 
[541] DISPLAY_SUMMARY,BqhMWgFe1n 
[542] SET_BUY_AMOUNT,BqhMWgFe1n,AAL,419.28 
[543] COMMIT_SELL,CqOb5G0hB4 
[544] DISPLAY_SUMMARY,LwNQpkd8mr 
[545] BUY,xFrzsBbeiS,TRP,341.19 
[546] ADD,CqOb5G0hB4,72429.71 
[547] SET_BUY_TRIGGER,BqhMWgFe1n,BTU,367.54 
[548] DISPLAY_SUMMARY,BqhMWgFe1n 
[549] QUOTE,umhaEY4lil,CNR 
[550] SET_SELL_TRIGGER,BqhMWgFe1n,DIS,185.15 
[551] BUY,umhaEY4lil,GME,38.50 
[552] BUY,jzi5Fg2GGS,ABB,463.05 
[553] COMMIT_BUY,jzi5Fg2GGS 
[554] SET_SELL_TRIGGER,jzi5Fg2GGS,INO,19.74 
[555] COMMIT_BUY,ojovZ9YLZM 
[556] ADD,ojovZ9YLZM,69596.83 
[557] COMMIT_BUY,xFrzsBbeiS 
[558] CANCEL_SET_SELL,jzi5Fg2GGS,RY 
[559] CANCEL_BUY,umhaEY4lil 
[560] BUY,ojovZ9YLZM,HBB,658.45 
[561] COMMIT_SELL,w69hSQMdyy 
[562] CANCEL_SET_BUY,LwNQpkd8mr,AC 
[563] ADD,LwNQpkd8mr,72603.64 
[564] ADD,xFrzsBbeiS,83232.52 
[565] SELL,jzi5Fg2GGS,CLF,116.95 
[566] BUY,umhaEY4lil,TRP,567.86 
[567] COMMIT_SELL,sYJRWa0Mih 
[568] QUOTE,LwNQpkd8mr,CVE 
[569] COMMIT_BUY,ojovZ9YLZM 
[570] QUOTE,CqOb5G0hB4,TD 
[571] BUY,LwNQpkd8mr,BNS,452.49 
[572] BUY,kul4JJSoHc,AAT,530.31 
[573] CANCEL_SET_BUY,umhaEY4lil,AAL 
[574] COMMIT_BUY,LwNQpkd8mr 
[575] BUY,w69hSQMdyy,DIS,749.79 
[576] COMMIT_BUY,w69hSQMdyy 
[577] ADD,kul4JJSoHc,72734.42 
[578] QUOTE,w69hSQMdyy,NIO 
[579] QUOTE,w69hSQMdyy,LAC 
[580] SET_BUY_AMOUNT,LwNQpkd8mr,AAL,698.76 
[581] DISPLAY_SUMMARY,CqOb5G0hB4 
[582] SET_BUY_TRIGGER,BqhMWgFe1n,UAN,172.25 
[583] DISPLAY_SUMMARY,ojovZ9YLZM 
[584] ADD,umhaEY4lil,81329.43 
[585] BUY,xFrzsBbeiS,LXU,385.85 
[586] CANCEL_BUY,xFrzsBbeiS 
[587] QUOTE,umhaEY4lil,CNR 
[588] QUOTE,kul4JJSoHc,AAT 
[589] SELL,w69hSQMdyy,ZIM,198.16 
[590] COMMIT_SELL,jzi5Fg2GGS 
[591] QUOTE,BqhMWgFe1n,QQQ 
[592] QUOTE,umhaEY4lil,CPG 
[593] QUOTE,sYJRWa0Mih,IPI 
[594] CANCEL_BUY,xFrzsBbeiS 
[595] BUY,umhaEY4lil,AME,303.04 
[596] SET_BUY_AMOUNT,umhaEY4lil,RRC,570.10 
[597] BUY,sYJRWa0Mih,BNS,354.17 
[598] CANCEL_SET_BUY,CqOb5G0hB4,HBB 
[599] DISPLAY_SUMMARY,xFrzsBbeiS 
[600] SELL,LwNQpkd8mr,DIS,38.30 
[601] CANCEL_SET_BUY,BqhMWgFe1n,AR 
[602] COMMIT_SELL,BqhMWgFe1n 
[603] CANCEL_SET_SELL,CqOb5G0hB4,BMO 
[604] QUOTE,BqhMWgFe1n,RRC 
[605] DISPLAY_SUMMARY,ojovZ9YLZM 
[606] COMMIT_SELL,xFrzsBbeiS 
[607] SELL,LwNQpkd8mr,ZIM,476.98 
[608] ADD,CqOb5G0hB4,77620.52 
[609] BUY,BqhMWgFe1n,NRT,69.93 
[610] COMMIT_BUY,BqhMWgFe1n 
[611] CANCEL_BUY,sYJRWa0Mih 
[612] SELL,jzi5Fg2GGS,ZIM,496.41 
[613] COMMIT_SELL,BqhMWgFe1n 
[614] SET_BUY_TRIGGER,umhaEY4lil,TD,296.24 
[615] COMMIT_SELL,w69hSQMdyy 
[616] SET_BUY_TRIGGER,jzi5Fg2GGS,TRP,96.76 
[617] CANCEL_SET_SELL,LwNQpkd8mr,VET 
[618] SELL,w69hSQMdyy,DIS,128.92 
[619] CANCEL_SELL,umhaEY4lil 
[620] CANCEL_SELL,ojovZ9YLZM 
[621] SET_SELL_AMOUNT,w69hSQMdyy,DIS,622.81 
[622] QUOTE,CqOb5G0hB4,TRP 
[623] DISPLAY_SUMMARY,kul4JJSoHc 
[624] CANCEL_SET_SELL,BqhMWgFe1n,LXU 
[625] COMMIT_BUY,sYJRWa0Mih 
[626] CANCEL_SET_SELL,kul4JJSoHc,PFE 
[627] SELL,umhaEY4lil,RRC,450.68 
[628] DISPLAY_SUMMARY,sYJRWa0Mih 
[629] QUOTE,ojovZ9YLZM,RRC 
[630] QUOTE,CqOb5G0hB4,DDS 
[631] SET_SELL_TRIGGER,ojovZ9YLZM,ENB,141.87 
[632] SET_BUY_TRIGGER,umhaEY4lil,HPK,60.70 
[633] BUY,jzi5Fg2GGS,HBB,210.58 
[634] SET_SELL_AMOUNT,kul4JJSoHc,AAL,604.77 
[635] CANCEL_BUY,xFrzsBbeiS 
[636] SET_SELL_AMOUNT,CqOb5G0hB4,DIS,8.53 
[637] ADD,BqhMWgFe1n,71978.20 
[638] QUOTE,umhaEY4lil,DIS 
[639] BUY,LwNQpkd8mr,DVN,211.40 
[640] SET_SELL_TRIGGER,w69hSQMdyy,DIS,402.69 
[641] CANCEL_SET_SELL,umhaEY4lil,CNQ 
[642] SELL,w69hSQMdyy,AAL,695.42 
[643] SET_SELL_TRIGGER,kul4JJSoHc,AAL,560.49 
[644] SET_SELL_AMOUNT,LwNQpkd8mr,AAL,311.04 
[645] QUOTE,BqhMWgFe1n,GME 
[646] SELL,BqhMWgFe1n,RRC,218.52 
[647] COMMIT_SELL,umhaEY4lil 
[648] SET_BUY_TRIGGER,jzi5Fg2GGS,HBB,50.91 
[649] CANCEL_SET_SELL,xFrzsBbeiS,HPK 
[650] CANCEL_SELL,kul4JJSoHc 
[651] SELL,sYJRWa0Mih,ZIM,478.74 
[652] SET_BUY_AMOUNT,w69hSQMdyy,AAL,381.37 
[653] SET_BUY_TRIGGER,w69hSQMdyy,BMO,333.44 
[654] QUOTE,CqOb5G0hB4,LXU 
[655] CANCEL_SET_SELL,kul4JJSoHc,NRT 
[656] SET_SELL_TRIGGER,CqOb5G0hB4,DIS,4.61 
[657] BUY,jzi5Fg2GGS,HBB,35.66 
[658] COMMIT_SELL,BqhMWgFe1n 
[659] COMMIT_SELL,CqOb5G0hB4 
[660] BUY,LwNQpkd8mr,ZIM,617.21 
[661] COMMIT_BUY,LwNQpkd8mr 
[662] COMMIT_SELL,umhaEY4lil 
[663] SET_SELL_AMOUNT,LwNQpkd8mr,ZIM,516.25 
[664] SET_BUY_TRIGGER,umhaEY4lil,INO,163.47 
[665] QUOTE,umhaEY4lil,CNR 
[666] SET_SELL_TRIGGER,jzi5Fg2GGS,MVO,144.92 
[667] CANCEL_SELL,jzi5Fg2GGS 
[668] DISPLAY_SUMMARY,BqhMWgFe1n 
[669] BUY,umhaEY4lil,ALK,436.86 
[670] COMMIT_SELL,CqOb5G0hB4 
[671] SET_SELL_TRIGGER,LwNQpkd8mr,ZIM,446.09 
[672] QUOTE,CqOb5G0hB4,ZIM 
[673] DISPLAY_SUMMARY,ojovZ9YLZM 
[674] CANCEL_SET_SELL,umhaEY4lil,DVN 
[675] COMMIT_BUY,BqhMWgFe1n 
[676] SELL,w69hSQMdyy,RRC,220.33 
[677] QUOTE,xFrzsBbeiS,CPG 
[678] QUOTE,ojovZ9YLZM,SU 
[679] SET_BUY_TRIGGER,kul4JJSoHc,TD,144.91 
[680] QUOTE,xFrzsBbeiS,SU 
[681] BUY,xFrzsBbeiS,HPK,736.06 
[682] DISPLAY_SUMMARY,jzi5Fg2GGS 
[683] SET_SELL_TRIGGER,w69hSQMdyy,CNQ,84.90 
[684] SELL,w69hSQMdyy,DIS,136.28 
[685] SET_SELL_TRIGGER,umhaEY4lil,QQQ,45.73 
[686] BUY,ojovZ9YLZM,TRP,477.45 
[687] COMMIT_SELL,w69hSQMdyy 
[688] CANCEL_SET_SELL,BqhMWgFe1n,INO 
[689] COMMIT_BUY,LwNQpkd8mr 
[690] SET_BUY_AMOUNT,CqOb5G0hB4,CLF,359.92 
[691] CANCEL_SELL,sYJRWa0Mih 
[692] ADD,umhaEY4lil,74201.56 
[693] ADD,sYJRWa0Mih,55257.29 
[694] SELL,sYJRWa0Mih,DIS,663.85 
[695] QUOTE,sYJRWa0Mih,HCC 
[696] SET_BUY_TRIGGER,ojovZ9YLZM,XOM,20.85 
[697] CANCEL_SET_BUY,kul4JJSoHc,AME 
[698] SELL,LwNQpkd8mr,RRC,634.49 
[699] CANCEL_SET_BUY,w69hSQMdyy,NIO 
[700] CANCEL_BUY,LwNQpkd8mr 
[701] SELL,xFrzsBbeiS,NIO,483.69 
[702] CANCEL_SET_SELL,BqhMWgFe1n,XOM 
[703] QUOTE,kul4JJSoHc,TD 
[704] DISPLAY_SUMMARY,ojovZ9YLZM 
[705] DISPLAY_SUMMARY,w69hSQMdyy 
[706] BUY,sYJRWa0Mih,CNR,678.10 
[707] SET_BUY_TRIGGER,CqOb5G0hB4,HPK,300.90 
[708] SELL,ojovZ9YLZM,ZIM,46.32 
[709] COMMIT_SELL,ojovZ9YLZM 
[710] CANCEL_SET_BUY,ojovZ9YLZM,GME 
[711] BUY,w69hSQMdyy,VET,657.51 
[712] BUY,sYJRWa0Mih,TD,258.88 
[713] CANCEL_BUY,sYJRWa0Mih 
[714] COMMIT_SELL,LwNQpkd8mr 
[715] COMMIT_SELL,xFrzsBbeiS 
[716] CANCEL_SELL,CqOb5G0hB4 
[717] SET_SELL_AMOUNT,sYJRWa0Mih,AAL,666.55 
[718] CANCEL_SET_SELL,ojovZ9YLZM,FPH 
[719] SET_BUY_TRIGGER,xFrzsBbeiS,NRT,100.06 
[720] BUY,umhaEY4lil,PFE,209.35 
[721] COMMIT_BUY,w69hSQMdyy 
[722] BUY,xFrzsBbeiS,RY,517.72 
[723] CANCEL_SELL,CqOb5G0hB4 
[724] SET_SELL_TRIGGER,sYJRWa0Mih,AAL,663.32 
[725] CANCEL_BUY,sYJRWa0Mih 
[726] CANCEL_SELL,CqOb5G0hB4 
[727] COMMIT_SELL,w69hSQMdyy 
[728] BUY,kul4JJSoHc,CPG,92.84 
[729] COMMIT_BUY,sYJRWa0Mih 
[730] SET_SELL_AMOUNT,xFrzsBbeiS,CLF,205.55 
[731] SELL,LwNQpkd8mr,DIS,428.23 
[732] DISPLAY_SUMMARY,w69hSQMdyy 
[733] CANCEL_SET_SELL,xFrzsBbeiS,CLF 
[734] SET_SELL_TRIGGER,sYJRWa0Mih,CLF,199.55 
[735] COMMIT_BUY,umhaEY4lil 
[736] SELL,BqhMWgFe1n,DIS,425.09 
[737] CANCEL_SET_BUY,ojovZ9YLZM,LXU 
[738] COMMIT_SELL,jzi5Fg2GGS 
[739] BUY,jzi5Fg2GGS,QQQ,190.02 
[740] COMMIT_SELL,BqhMWgFe1n 
[741] QUOTE,kul4JJSoHc,HCC 
[742] COMMIT_SELL,CqOb5G0hB4 
[743] BUY,w69hSQMdyy,NRT,236.19 
[744] CANCEL_BUY,umhaEY4lil 
[745] COMMIT_SELL,CqOb5G0hB4 
[746] QUOTE,w69hSQMdyy,ALK 
[747] CANCEL_BUY,w69hSQMdyy 
[748] QUOTE,w69hSQMdyy,AME 
[749] COMMIT_SELL,LwNQpkd8mr 
[750] CANCEL_SET_SELL,w69hSQMdyy,LXU 
[751] CANCEL_BUY,CqOb5G0hB4 
[752] CANCEL_SET_BUY,sYJRWa0Mih,AR 
[753] ADD,sYJRWa0Mih,55838.69 
[754] COMMIT_BUY,CqOb5G0hB4 
[755] SET_BUY_TRIGGER,ojovZ9YLZM,TD,46.76 
[756] COMMIT_BUY,jzi5Fg2GGS 
[757] CANCEL_SELL,LwNQpkd8mr 
[758] COMMIT_SELL,w69hSQMdyy 
[759] CANCEL_BUY,jzi5Fg2GGS 
[760] COMMIT_BUY,w69hSQMdyy 
[761] CANCEL_SET_BUY,umhaEY4lil,BRD 
[762] BUY,ojovZ9YLZM,ENB,329.65 
[763] CANCEL_SET_SELL,LwNQpkd8mr,RY 
[764] COMMIT_BUY,ojovZ9YLZM 
[765] SET_BUY_TRIGGER,umhaEY4lil,LAC,0.90 
[766] SET_BUY_TRIGGER,jzi5Fg2GGS,VET,39.19 
[767] SET_SELL_AMOUNT,kul4JJSoHc,AAL,343.92 
[768] SELL,BqhMWgFe1n,DIS,695.85 
[769] SET_BUY_AMOUNT,sYJRWa0Mih,AAL,720.75 
[770] ADD,jzi5Fg2GGS,69804.14 
[771] SELL,sYJRWa0Mih,AAL,727.43 
[772] QUOTE,LwNQpkd8mr,HPK 
[773] ADD,umhaEY4lil,75315.18 
[774] COMMIT_SELL,sYJRWa0Mih 
[775] ADD,w69hSQMdyy,56579.37 
[776] COMMIT_SELL,BqhMWgFe1n 
[777] BUY,jzi5Fg2GGS,QQQ,557.58 
[778] QUOTE,umhaEY4lil,HCC 
[779] DISPLAY_SUMMARY,ojovZ9YLZM 
[780] DISPLAY_SUMMARY,xFrzsBbeiS 
[781] CANCEL_SELL,w69hSQMdyy 
[782] SET_SELL_TRIGGER,kul4JJSoHc,AAL,187.25 
[783] CANCEL_SET_SELL,sYJRWa0Mih,SLI 
[784] BUY,w69hSQMdyy,TRP,165.21 
[785] QUOTE,LwNQpkd8mr,NIO 
[786] CANCEL_SELL,ojovZ9YLZM 
[787] QUOTE,LwNQpkd8mr,CLF 
[788] SET_SELL_TRIGGER,jzi5Fg2GGS,BTU,8.41 
[789] SELL,sYJRWa0Mih,DIS,689.46 
[790] BUY,LwNQpkd8mr,INO,617.52 
[791] CANCEL_SET_BUY,BqhMWgFe1n,PDS 
[792] CANCEL_BUY,umhaEY4lil 
[793] BUY,umhaEY4lil,AME,553.79 
[794] SELL,ojovZ9YLZM,NRT,425.79 
[795] CANCEL_SET_BUY,CqOb5G0hB4,CLF 
[796] COMMIT_SELL,sYJRWa0Mih 
[797] SET_SELL_AMOUNT,ojovZ9YLZM,AAL,180.39 
[798] COMMIT_SELL,xFrzsBbeiS 
[799] CANCEL_BUY,kul4JJSoHc 
[800] BUY,kul4JJSoHc,CVE,36.51 
[801] COMMIT_BUY,LwNQpkd8mr 
[802] CANCEL_SELL,sYJRWa0Mih 
[803] BUY,sYJRWa0Mih,BNS,389.82 
[804] CANCEL_SET_SELL,jzi5Fg2GGS,DVN 
[805] QUOTE,LwNQpkd8mr,HCC 
[806] BUY,jzi5Fg2GGS,AME,148.93 
[807] COMMIT_BUY,sYJRWa0Mih 
[808] SET_BUY_AMOUNT,LwNQpkd8mr,AMR,264.24 
[809] COMMIT_BUY,w69hSQMdyy 
[810] DISPLAY_SUMMARY,xFrzsBbeiS 
[811] SET_BUY_TRIGGER,BqhMWgFe1n,ALK,30.63 
[812] COMMIT_BUY,kul4JJSoHc 
[813] DISPLAY_SUMMARY,w69hSQMdyy 
[814] ADD,BqhMWgFe1n,82181.67 
[815] DISPLAY_SUMMARY,jzi5Fg2GGS 
[816] CANCEL_SELL,w69hSQMdyy 
[817] DISPLAY_SUMMARY,xFrzsBbeiS 
[818] CANCEL_SELL,umhaEY4lil 
[819] CANCEL_BUY,w69hSQMdyy 
[820] CANCEL_BUY,CqOb5G0hB4 
[821] CANCEL_SET_BUY,LwNQpkd8mr,RY 
[822] SET_BUY_TRIGGER,xFrzsBbeiS,ALK,97.59 
[823] BUY,LwNQpkd8mr,OXY,54.48 
[824] COMMIT_SELL,CqOb5G0hB4 
[825] SET_SELL_AMOUNT,BqhMWgFe1n,RRC,514.16 
[826] SET_SELL_TRIGGER,ojovZ9YLZM,AAL,32.22 
[827] COMMIT_BUY,jzi5Fg2GGS 
[828] BUY,CqOb5G0hB4,IPI,106.49 
[829] BUY,w69hSQMdyy,GME,509.66 
[830] DISPLAY_SUMMARY,ojovZ9YLZM 
[831] QUOTE,LwNQpkd8mr,TRP 
[832] CANCEL_SET_BUY,xFrzsBbeiS,AME 
[833] COMMIT_BUY,umhaEY4lil 
[834] COMMIT_BUY,w69hSQMdyy 
[835] ADD,jzi5Fg2GGS,71643.06 
[836] SET_BUY_TRIGGER,xFrzsBbeiS,SU,123.00 
[837] SELL,sYJRWa0Mih,CLF,54.86 
[838] COMMIT_SELL,sYJRWa0Mih 
[839] QUOTE,w69hSQMdyy,UAN 
[840] QUOTE,jzi5Fg2GGS,RY 
[841] QUOTE,jzi5Fg2GGS,NRT 
[842] SET_SELL_AMOUNT,jzi5Fg2GGS,SLI,113.75 
[843] BUY,BqhMWgFe1n,ALK,5.20 
[844] CANCEL_SET_SELL,xFrzsBbeiS,CLF 
[845] COMMIT_SELL,LwNQpkd8mr 
[846] CANCEL_SELL,ojovZ9YLZM 
[847] QUOTE,ojovZ9YLZM,UAN 
[848] BUY,w69hSQMdyy,MVO,5.23 
[849] COMMIT_BUY,w69hSQMdyy 
[850] BUY,kul4JJSoHc,CPG,460.97 
[851] CANCEL_SET_BUY,ojovZ9YLZM,AMR 
[852] COMMIT_BUY,ojovZ9YLZM 
[853] CANCEL_BUY,w69hSQMdyy 
[854] COMMIT_BUY,LwNQpkd8mr 
[855] DISPLAY_SUMMARY,umhaEY4lil 
[856] COMMIT_SELL,xFrzsBbeiS 
[857] SET_BUY_TRIGGER,ojovZ9YLZM,HCC,31.70 
[858] BUY,LwNQpkd8mr,SLI,278.87 
[859] COMMIT_BUY,LwNQpkd8mr 
[860] SELL,LwNQpkd8mr,NIO,422.55 
[861] COMMIT_BUY,BqhMWgFe1n 
[862] DISPLAY_SUMMARY,w69hSQMdyy 
[863] BUY,w69hSQMdyy,ALK,674.55 
[864] SELL,BqhMWgFe1n,RRC,606.34 
[865] SET_SELL_AMOUNT,xFrzsBbeiS,NIO,621.25 
[866] QUOTE,umhaEY4lil,RRC 
[867] ADD,ojovZ9YLZM,110974.66 
[868] DISPLAY_SUMMARY,sYJRWa0Mih 
[869] QUOTE,umhaEY4lil,LAC 
[870] CANCEL_SET_SELL,xFrzsBbeiS,NIO 
[871] COMMIT_BUY,w69hSQMdyy 
[872] BUY,ojovZ9YLZM,BMO,626.08 
[873] BUY,kul4JJSoHc,BTO,271.30 
[874] SET_SELL_TRIGGER,jzi5Fg2GGS,SLI,67.95 
[875] SET_SELL_TRIGGER,ojovZ9YLZM,DIS,18.76 
[876] COMMIT_BUY,CqOb5G0hB4 
[877] COMMIT_BUY,kul4JJSoHc 
[878] CANCEL_BUY,ojovZ9YLZM 
[879] SET_SELL_AMOUNT,ojovZ9YLZM,NIO,642.38 
[880] ADD,w69hSQMdyy,76166.19 
[881] QUOTE,w69hSQMdyy,ZIM 
[882] CANCEL_SET_BUY,CqOb5G0hB4,HPK 
[883] SET_BUY_TRIGGER,xFrzsBbeiS,DIS,130.57 
[884] CANCEL_SET_BUY,sYJRWa0Mih,ALK 
[885] CANCEL_SELL,umhaEY4lil 
[886] CANCEL_SET_BUY,xFrzsBbeiS,ABB 
[887] SET_SELL_AMOUNT,xFrzsBbeiS,DIS,524.88 
[888] BUY,w69hSQMdyy,ENB,716.65 
[889] COMMIT_SELL,jzi5Fg2GGS 
[890] CANCEL_SET_BUY,BqhMWgFe1n,CNQ 
[891] QUOTE,BqhMWgFe1n,CVE 
[892] SELL,umhaEY4lil,ZIM,30.71 
[893] BUY,BqhMWgFe1n,SLI,286.96 
[894] DISPLAY_SUMMARY,jzi5Fg2GGS 
[895] SELL,ojovZ9YLZM,CLF,595.59 
[896] SET_BUY_TRIGGER,umhaEY4lil,AMD,69.94 
[897] BUY,sYJRWa0Mih,HPK,190.55 
[898] COMMIT_BUY,BqhMWgFe1n 
[899] SET_BUY_TRIGGER,w69hSQMdyy,TRP,135.14 
[900] COMMIT_SELL,ojovZ9YLZM 
[901] COMMIT_BUY,sYJRWa0Mih 
[902] SELL,sYJRWa0Mih,RRC,243.33 
[903] BUY,umhaEY4lil,LAC,741.22 
[904] QUOTE,BqhMWgFe1n,AAT 
[905] QUOTE,CqOb5G0hB4,INO 
[906] COMMIT_BUY,LwNQpkd8mr 
[907] COMMIT_SELL,jzi5Fg2GGS 
[908] DISPLAY_SUMMARY,LwNQpkd8mr 
[909] BUY,BqhMWgFe1n,CNQ,358.98 
[910] SET_SELL_TRIGGER,xFrzsBbeiS,DIS,509.14 
[911] CANCEL_BUY,kul4JJSoHc 
[912] SET_BUY_AMOUNT,LwNQpkd8mr,SLI,627.87 
[913] DISPLAY_SUMMARY,ojovZ9YLZM 
[914] COMMIT_SELL,kul4JJSoHc 
[915] SELL,w69hSQMdyy,CLF,659.19 
[916] QUOTE,kul4JJSoHc,GME 
[917] COMMIT_SELL,sYJRWa0Mih 
[918] SET_BUY_AMOUNT,ojovZ9YLZM,NRT,34.01 
[919] CANCEL_SET_BUY,LwNQpkd8mr,BTU 
[920] BUY,kul4JJSoHc,UAN,504.28 
[921] SELL,xFrzsBbeiS,ZIM,65.83 
[922] SET_BUY_AMOUNT,LwNQpkd8mr,DIS,22.49 
[923] SET_BUY_TRIGGER,ojovZ9YLZM,FPH,3.62 
[924] SELL,BqhMWgFe1n,ZIM,516.91 
[925] BUY,CqOb5G0hB4,ENB,221.02 
[926] SET_BUY_AMOUNT,kul4JJSoHc,RRC,131.50 
[927] COMMIT_BUY,CqOb5G0hB4 
[928] CANCEL_SET_SELL,ojovZ9YLZM,NIO 
[929] COMMIT_SELL,xFrzsBbeiS 
[930] CANCEL_BUY,jzi5Fg2GGS 
[931] ADD,CqOb5G0hB4,50397.07 
[932] SELL,ojovZ9YLZM,AAL,708.52 
[933] SELL,sYJRWa0Mih,NIO,354.13 
[934] COMMIT_BUY,umhaEY4lil 
[935] COMMIT_SELL,ojovZ9YLZM 
[936] DISPLAY_SUMMARY,jzi5Fg2GGS 
[937] QUOTE,CqOb5G0hB4,DIS 
[938] SET_BUY_TRIGGER,kul4JJSoHc,ALK,28.09 
[939] BUY,CqOb5G0hB4,TRP,72.38 
[940] COMMIT_BUY,ojovZ9YLZM 
[941] COMMIT_SELL,xFrzsBbeiS 
[942] SELL,xFrzsBbeiS,DIS,365.00 
[943] SET_BUY_TRIGGER,LwNQpkd8mr,SU,9.67 
[944] SET_SELL_AMOUNT,ojovZ9YLZM,CLF,108.53 
[945] SELL,kul4JJSoHc,ZIM,588.40 
[946] COMMIT_BUY,jzi5Fg2GGS 
[947] DISPLAY_SUMMARY,umhaEY4lil 
[948] COMMIT_SELL,w69hSQMdyy 
[949] COMMIT_SELL,BqhMWgFe1n 
[950] DISPLAY_SUMMARY,umhaEY4lil 
[951] COMMIT_SELL,kul4JJSoHc 
[952] SET_SELL_TRIGGER,ojovZ9YLZM,CLF,75.03 
[953] COMMIT_SELL,xFrzsBbeiS 
[954] SET_BUY_TRIGGER,BqhMWgFe1n,SU,42.14 
[955] SET_BUY_TRIGGER,LwNQpkd8mr,HCC,52.84 
[956] SET_SELL_AMOUNT,BqhMWgFe1n,CLF,363.50 
[957] CANCEL_SET_BUY,umhaEY4lil,LXU 
[958] BUY,jzi5Fg2GGS,AAL,268.71 
[959] CANCEL_SELL,jzi5Fg2GGS 
[960] DISPLAY_SUMMARY,jzi5Fg2GGS 
[961] QUOTE,umhaEY4lil,ZIM 
[962] CANCEL_BUY,xFrzsBbeiS 
[963] CANCEL_SET_SELL,BqhMWgFe1n,CLF 
[964] SELL,sYJRWa0Mih,DIS,361.61 
[965] CANCEL_SELL,sYJRWa0Mih 
[966] DISPLAY_SUMMARY,jzi5Fg2GGS 
[967] SET_SELL_AMOUNT,LwNQpkd8mr,SLI,236.61 
[968] COMMIT_BUY,w69hSQMdyy 
[969] SELL,BqhMWgFe1n,ZIM,569.55 
[970] COMMIT_SELL,BqhMWgFe1n 
[971] CANCEL_SET_BUY,BqhMWgFe1n,AR 
[972] CANCEL_SELL,xFrzsBbeiS 
[973] ADD,kul4JJSoHc,75757.10 
[974] CANCEL_BUY,jzi5Fg2GGS 
[975] CANCEL_SELL,CqOb5G0hB4 
[976] SET_SELL_TRIGGER,LwNQpkd8mr,SLI,170.14 
[977] BUY,sYJRWa0Mih,AME,28.13 
[978] ADD,w69hSQMdyy,77492.56 
[979] DISPLAY_SUMMARY,CqOb5G0hB4 
[980] QUOTE,kul4JJSoHc,QQQ 
[981] COMMIT_SELL,ojovZ9YLZM 
[982] ADD,umhaEY4lil,62338.22 
[983] CANCEL_BUY,LwNQpkd8mr 
[984] BUY,LwNQpkd8mr,RRC,691.83 
[985] QUOTE,sYJRWa0Mih,HPK 
[986] SET_SELL_TRIGGER,sYJRWa0Mih,FPH,199.89 
[987] DISPLAY_SUMMARY,BqhMWgFe1n 
[988] COMMIT_BUY,LwNQpkd8mr 
[989] CANCEL_SELL,xFrzsBbeiS 
[990] BUY,umhaEY4lil,XOM,397.26 
[991] COMMIT_BUY,w69hSQMdyy 
[992] ADD,jzi5Fg2GGS,73523.83 
[993] QUOTE,kul4JJSoHc,ABB 
[994] SELL,LwNQpkd8mr,NIO,386.19 
[995] QUOTE,w69hSQMdyy,DDS 
[996] CANCEL_SET_SELL,CqOb5G0hB4,VET 
[997] DISPLAY_SUMMARY,xFrzsBbeiS 
[998] CANCEL_BUY,kul4JJSoHc 
[999] COMMIT_SELL,kul4JJSoHc 
[1000] CANCEL_SET_BUY,sYJRWa0Mih,BRD 
[1001] SET_SELL_TRIGGER,ojovZ9YLZM,AC,189.60 
[1002] QUOTE,jzi5Fg2GGS,DVN 
