[1] ADD,umhaEY4lil,91628.00 
[1980] QUOTE,kul4JJSoHc,PDS 
[1981] COMMIT_BUY,ojovZ9YLZM 
[1982] SET_SELL_AMOUNT,jzi5Fg2GGS,CPG,53.53 
[1983] SET_BUY_TRIGGER,xFrzsBbeiS,ALK,104.34 
[1984] BUY,sYJRWa0Mih,AMR,711.86 
[1985] SET_BUY_TRIGGER,LwNQpkd8mr,CPG,101.26 
[1986] COMMIT_BUY,w69hSQMdyy 
[1987] COMMIT_SELL,BqhMWgFe1n 
[1988] SET_SELL_TRIGGER,jzi5Fg2GGS,CPG,0.21 
[1989] COMMIT_BUY,sYJRWa0Mih 
[1990] ADD,xFrzsBbeiS,82839.22 
[1991] SET_BUY_AMOUNT,jzi5Fg2GGS,HCC,464.00 
[1992] COMMIT_BUY,kul4JJSoHc 
[1993] QUOTE,sYJRWa0Mih,GME 
[1994] COMMIT_SELL,kul4JJSoHc 
[1995] SELL,CqOb5G0hB4,DVN,93.29 
[1996] QUOTE,sYJRWa0Mih,TD 
[1997] ADD,w69hSQMdyy,57235.70 
[1998] BUY,CqOb5G0hB4,AMD,23.32 
[1999] BUY,xFrzsBbeiS,PFE,55.46 
[2000] CANCEL_SET_BUY,umhaEY4lil,HPK 
[2001] DUMPLOG,./testLOG 
